"SETID","UM_CAMPUS","UM_CAMPUS_DESCR","UM_VP","UM_VP_DESCR","UM_COLLEGE","UM_COLLEGE_DESCR","UM_ZDEPTID","UM_ZDEPTID_DESCR","DEPTID","DESCR","LOCATION"
"UMNHR","CXXX","CROOKSTON","CCSA","UMC STU AFFAIR/ENROLLMENT MGMT","CCSA","UMC STU AFFAIR/ENROLLMENT MGMT","Z0385","UMC Student Affairs","12244","C Counseling Services","CROOKSTON"
"UMNHR","TXXX","TWIN CITIES","TEVP","ACADEMIC AFFAIRS/PROVOST,SR VP","TEVP","ACADEMIC AFFAIRS/PROVOST,SR VP","TLIB","LIBRARIES, UNIVERSITY","Z0483","Libraries Data + Technology"," "
"UMNHR","TXXX","TWIN CITIES","TEVP","ACADEMIC AFFAIRS/PROVOST,SR VP","TEVP","ACADEMIC AFFAIRS/PROVOST,SR VP","TAAP","ACAD AFFAIRS/PROVOST, SR VP","Z0038","AAPRV Academic Ctr Admin"," "
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","12102","Global Health Soc Respnsb, Ctr","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11145","Sr Vice President Health Sci","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11158","AHC Service Platform","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11152","Privacy & Security, Office of","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11146","ACA Admin Support Services","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11153","ACA Communications","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11154","ACA Finance, Office of","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11155","ACA Legal","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11147","ACA Human Resources","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11683","Global Health Educ/Research","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","11156","Health Emergency Response Ofc","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0076","HLSCI ACA Support","12021","AHC Data Analysis, Ofc of","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0077","HLSCI Interprofessnl Hlth, Ctr","11701","Interprofessional Hlth, Center","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","THSA","HEALTH SCIENCES ADMINISTRATION","Z0478","HLSCI Research Units","11160","AHC Asst VP of Research","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0056","AHCSH MolecularCellular Therap","11344","MolecularCellular Therapeutics","STPAUL"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0435","AHCSH Mouse Genetics Lab","11339","Mouse Genetics Laboratory","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0062","AHCSH Translational Med, Ctr","11353","Translational Med, Center for","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0434","AHCSH Univ Flow Cytometry Rsrc","11335","Univ Flow Cytometry Resource","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0046","AHCSH Administration","11697","Mobile Health Initiative","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0063","AHCSH BioMed Hlth Informatics","12115","BioMedical Health Informatics","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0063","AHCSH BioMed Hlth Informatics","12016","Health Informatics, ACA Inst","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0052","AHCSH Bioethics, Center For","11362","Bioethics, Center for","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0065","AHCSH CUHCC","11369","CUHCC Dental","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0065","AHCSH CUHCC","11366","CUHCC Administration","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0065","AHCSH CUHCC","11368","CUHCC Medical","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0065","AHCSH CUHCC","11367","CUHCC Behavioral Health","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11328","CancerCenter Clinical Research","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11329","Prevention & EtiologyCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11326","Genetics Mechanisms of CancrCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11330","Carcinogenesis ChemopreventnCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11324","Cancer Center Management","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11333","Clinical Trials OfficeCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11332","MCC Biostatistics","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11327","Cancer Progression MetastsisCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11334","GenomicsCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11325","ImmunologyCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11331","Analytical BiochemistryCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11336","HistopathologyCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11337","InformaticsCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11338","Laboratory ServicesCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","11341","Translational Cell TherapyCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","12276","CTO Cell Gene Immunotherapy","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","12301","Global Cancer Prevention Rsrch"," "
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0053","AHCSH Cancer Center","12345","Developmental Therapeutics","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0535","AHCSH Cell Gene Immun, Inst","12275","Cell Gene Immunotherapy, Inst","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12092","CTSI Discovery & Translation","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12087","CTSI Regulatory","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12091","CTSI Education","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12089","CTSI Biomedical Informatics","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12135","CTSI Health Equity, Center for","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12086","CTSI Clin Rsrch Infrastrc Svcs","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","11340","CTSI Biorepository & Lab Svc","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12085","CTSI Research Project Managmnt","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12090","CTSI Evaluation Monitoring","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12093","CTSI Community & Populations","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12084","CTSI Administration","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12142","CTSI Biospecimen Repository","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12088","CTSI Biostatistics","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0422","AHCSH Clin Translatnl Sci Inst","12143","CTSI Clinical Trials Fin Svcs","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0064","AHCSH Education Office","11355","Educ Svcs/Learning Commons","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0064","AHCSH Education Office","11354","M Simulation","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0064","AHCSH Education Office","11357","Urban Health Ed Ctr Management","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0542","AHCSH Masonic Inst Dev Brain","12280","Masonic Inst Developing Brain","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TAHS","ACADEMIC CLINICAL AFFAIRS, OFC","Z0542","AHCSH Masonic Inst Dev Brain","11865","Neurobehavioral Dev,Ctr","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11922","DMed Dean's Office/Admin","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11925","DMed Alumni Relations","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11929","DMed Animal Services","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11953","DMed Whiteside Institute","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11933","DMed Student Affairs","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11937","DMed AHC Graduate Program","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11931","DMed Medical Examiners Facil","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","12217","MDT-AmerIndHlthEquityDMED","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11923","DMed Research Dean/Admin","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11932","DMed Educational Products/Svcs","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11934","DMed Financial Aid Admin","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11936","DMed Education and Curriculum","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11935","DMed Admissions","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11924","DMed Technology Services","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11927","DMed Public Relations","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11928","DMed Private/Professional Prac","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0108","DMED Administration","11926","DMed Med Advancement/Comm","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0550","DMED Biomedical Sciences","11947","DMed Physiol/Pharmacol Dept","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0550","DMED Biomedical Sciences","11951","DMed Integrated Biosciences","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0550","DMED Biomedical Sciences","11938","DMed Toxicology","DULUTH"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","DMED","MEDICAL SCHOOL - DULUTH CAMPUS","Z0550","DMED Biomedical Sciences","11949","DMed Physiology","DULUTH"
